"STATISTIC","Statistic Label","TLIST(A1)","Census Year","C04167V04938","Electoral Divisions","UNIT","VALUE"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ee1-13a3-e055-000000000001","Arklow No. 2 Urban, Wicklow","Number","1423"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e68-13a3-e055-000000000001","Arklow Rural, Wicklow","Number","709"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e6a-13a3-e055-000000000001","Aughrim, Wicklow","Number","953"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e6b-13a3-e055-000000000001","Ballinaclash, Wicklow","Number","357"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e75-13a3-e055-000000000001","Ballinacor, Wicklow","Number","171"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e76-13a3-e055-000000000001","Ballinderry, Wicklow","Number","266"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e77-13a3-e055-000000000001","Ballingate, Wicklow","Number","212"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e81-13a3-e055-000000000001","Ballinglen, Wicklow","Number","117"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e82-13a3-e055-000000000001","Ballinguile, Wicklow","Number","79"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e83-13a3-e055-000000000001","Ballyarthur, Wicklow","Number","596"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e8d-13a3-e055-000000000001","Ballybeg, Wicklow","Number","114"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e8e-13a3-e055-000000000001","Ballycullen, Wicklow","Number","172"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e8f-13a3-e055-000000000001","Baltinglass, Wicklow","Number","1505"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e98-13a3-e055-000000000001","Blessington, Wicklow","Number","2267"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ee2-13a3-e055-000000000001","Bray No. 1, Wicklow","Number","923"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eed-13a3-e055-000000000001","Bray No. 2, Wicklow","Number","3332"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e99-13a3-e055-000000000001","Bray No. 3, Wicklow","Number","3193"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ea3-13a3-e055-000000000001","Brockagh, Wicklow","Number","382"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ea4-13a3-e055-000000000001","Burgage, Wicklow","Number","1114"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eb1-13a3-e055-000000000001","Calary, Wicklow","Number","179"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eb2-13a3-e055-000000000001","Carnew, Wicklow","Number","937"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eb3-13a3-e055-000000000001","Coolattin, Wicklow","Number","140"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ebe-13a3-e055-000000000001","Coolballintaggart, Wicklow","Number","272"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ebf-13a3-e055-000000000001","Coolboy, Wicklow","Number","317"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ec0-13a3-e055-000000000001","Cronebane, Wicklow","Number","276"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ece-13a3-e055-000000000001","Cronelea, Wicklow","Number","88"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ecf-13a3-e055-000000000001","Delgany, Wicklow","Number","3739"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ed0-13a3-e055-000000000001","Donaghmore, Wicklow","Number","233"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ed1-13a3-e055-000000000001","Donard, Wicklow","Number","291"
"F1011C02","Males - 2022","2022","2022","2ae19629-1edb-13a3-e055-000000000001","Dunganstown East, Wicklow","Number","451"
"F1011C02","Males - 2022","2022","2022","2ae19629-1edc-13a3-e055-000000000001","Dunganstown South, Wicklow","Number","499"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eea-13a3-e055-000000000001","Dunganstown West, Wicklow","Number","249"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eeb-13a3-e055-000000000001","Dunlavin, Wicklow","Number","779"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eec-13a3-e055-000000000001","Eadestown, Wicklow","Number","118"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e31-13a3-e055-000000000001","Ennereilly, Wicklow","Number","237"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e32-13a3-e055-000000000001","Enniskerry, Wicklow","Number","1537"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e3e-13a3-e055-000000000001","Glendalough, Wicklow","Number","155"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e3f-13a3-e055-000000000001","Glenealy, Wicklow","Number","1438"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e47-13a3-e055-000000000001","Greystones, Wicklow","Number","3904"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e48-13a3-e055-000000000001","Hartstown, Wicklow","Number","133"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e49-13a3-e055-000000000001","Hollywood, Wicklow","Number","430"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e4a-13a3-e055-000000000001","Humewood, Wicklow","Number","172"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e53-13a3-e055-000000000001","Imael North, Wicklow","Number","134"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e54-13a3-e055-000000000001","Imael South, Wicklow","Number","139"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e55-13a3-e055-000000000001","Kilballyowen, Wicklow","Number","214"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e5f-13a3-e055-000000000001","Kilbride, Wicklow, 257046","Number","561"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e60-13a3-e055-000000000001","Kilbride, Wicklow, 257047","Number","508"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e61-13a3-e055-000000000001","Kilcoole, Wicklow","Number","5892"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e6c-13a3-e055-000000000001","Killinure, Wicklow","Number","181"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e6d-13a3-e055-000000000001","Killiskey, Wicklow","Number","783"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e78-13a3-e055-000000000001","Kilmacanoge, Wicklow","Number","7169"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e79-13a3-e055-000000000001","Kilpipe, Wicklow","Number","228"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e84-13a3-e055-000000000001","Knockrath, Wicklow","Number","125"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e85-13a3-e055-000000000001","Lackan, Wicklow","Number","443"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e90-13a3-e055-000000000001","Lugglass, Wicklow","Number","88"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e91-13a3-e055-000000000001","Money, Wicklow","Number","88"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e92-13a3-e055-000000000001","Moneystown, Wicklow","Number","171"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e9a-13a3-e055-000000000001","Newcastle Lower, Wicklow","Number","1279"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e9b-13a3-e055-000000000001","Newcastle Upper, Wicklow","Number","2347"
"F1011C02","Males - 2022","2022","2022","2ae19629-1e9c-13a3-e055-000000000001","Oldtown, Wicklow","Number","338"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ea5-13a3-e055-000000000001","Ovoca, Wicklow","Number","381"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ea6-13a3-e055-000000000001","Powerscourt, Wicklow","Number","425"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ea7-13a3-e055-000000000001","Rath, Wicklow","Number","145"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ea8-13a3-e055-000000000001","Rathdangan, Wicklow","Number","272"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eb4-13a3-e055-000000000001","Rathdrum, Wicklow","Number","1582"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eee-13a3-e055-000000000001","Rathmichael (Bray), Wicklow","Number","1135"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eb5-13a3-e055-000000000001","Rathsallagh, Wicklow","Number","142"
"F1011C02","Males - 2022","2022","2022","2ae19629-1eb6-13a3-e055-000000000001","Shillelagh, Wicklow","Number","317"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ec1-13a3-e055-000000000001","Stratford, Wicklow","Number","222"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ec2-13a3-e055-000000000001","Talbotstown, Wicklow","Number","242"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ec3-13a3-e055-000000000001","The Grange, Wicklow","Number","236"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ec4-13a3-e055-000000000001","Tinahely, Wicklow","Number","803"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ed2-13a3-e055-000000000001","Tober, Wicklow","Number","239"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ed3-13a3-e055-000000000001","Togher, Wicklow, 257073","Number","199"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ed4-13a3-e055-000000000001","Togher, Wicklow, 257074","Number","724"
"F1011C02","Males - 2022","2022","2022","2ae19629-1edd-13a3-e055-000000000001","Trooperstown, Wicklow","Number","168"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ede-13a3-e055-000000000001","Tuckmill, Wicklow","Number","159"
"F1011C02","Males - 2022","2022","2022","2ae19629-1edf-13a3-e055-000000000001","Wicklow Rural, Wicklow","Number","5044"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ee0-13a3-e055-000000000001","Wicklow Urban, Wicklow","Number","3576"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fb1-13a3-e055-000000000001","Abbey, Clare","Number","246"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fba-13a3-e055-000000000001","Annagh, Clare","Number","277"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fbb-13a3-e055-000000000001","Ayle, Clare","Number","183"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fbc-13a3-e055-000000000001","Ballagh, Clare","Number","104"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fc3-13a3-e055-000000000001","Ballyblood, Clare","Number","81"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fc4-13a3-e055-000000000001","Ballycannan, Clare","Number","558"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fc5-13a3-e055-000000000001","Ballyea, Clare","Number","393"
"F1011C02","Males - 2022","2022","2022","dbab8c3d-d659-4fa5-ad92-f90a6bf64249","Ballyeighter/Glenroe, Clare","Number","109"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fd0-13a3-e055-000000000001","Ballyglass, Clare","Number","2963"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fd1-13a3-e055-000000000001","Ballynacally, Clare","Number","110"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fd9-13a3-e055-000000000001","Ballynahinch, Clare","Number","127"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fda-13a3-e055-000000000001","Ballysteen, Clare","Number","187"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fdb-13a3-e055-000000000001","Ballyvaskin, Clare","Number","220"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fe3-13a3-e055-000000000001","Boherglass, Clare","Number","145"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fe4-13a3-e055-000000000001","Boston, Clare","Number","185"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fe5-13a3-e055-000000000001","Caher, Clare","Number","124"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fed-13a3-e055-000000000001","Caherhurly, Clare","Number","103"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fef-13a3-e055-000000000001","Cahermurphy, Clare","Number","110"
"F1011C02","Males - 2022","2022","2022","d2d757ef-f2c3-4a10-b5f8-f976c6c78335","Cahermurphy/Corlea, Clare","Number","86"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ff7-13a3-e055-000000000001","Cappaghabaun, Clare","Number","99"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ff8-13a3-e055-000000000001","Cappavilla, Clare","Number","526"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ff9-13a3-e055-000000000001","Carran, Clare","Number","68"
"F1011C02","Males - 2022","2022","2022","2ae19629-2003-13a3-e055-000000000001","Carrowbaun, Clare","Number","78"
"F1011C02","Males - 2022","2022","2022","2ae19629-2004-13a3-e055-000000000001","Castlecrine, Clare","Number","246"
"F1011C02","Males - 2022","2022","2022","2ae19629-2005-13a3-e055-000000000001","Castletown, Clare","Number","31"
"F1011C02","Males - 2022","2022","2022","2ae19629-2006-13a3-e055-000000000001","Clareabbey, Clare","Number","1751"
"F1011C02","Males - 2022","2022","2022","2ae19629-200e-13a3-e055-000000000001","Clenagh, Clare","Number","5377"
"F1011C02","Males - 2022","2022","2022","2ae19629-200f-13a3-e055-000000000001","Cloghaun, Clare","Number","104"
"F1011C02","Males - 2022","2022","2022","2ae19629-2018-13a3-e055-000000000001","Cloghera, Clare","Number","300"
"F1011C02","Males - 2022","2022","2022","2ae19629-2019-13a3-e055-000000000001","Clondagad, Clare","Number","362"
"F1011C02","Males - 2022","2022","2022","2ae19629-2021-13a3-e055-000000000001","Cloonadrum, Clare","Number","252"
"F1011C02","Males - 2022","2022","2022","2ae19629-2022-13a3-e055-000000000001","Cloonanaha, Clare","Number","129"
"F1011C02","Males - 2022","2022","2022","2ae19629-2029-13a3-e055-000000000001","Clooncoorha, Clare","Number","188"
"F1011C02","Males - 2022","2022","2022","2ae19629-202a-13a3-e055-000000000001","Clooney, Clare, 037034","Number","126"
"F1011C02","Males - 2022","2022","2022","2ae19629-2037-13a3-e055-000000000001","Clooney, Clare, 037035","Number","262"
"F1011C02","Males - 2022","2022","2022","2ae19629-2038-13a3-e055-000000000001","Cloontra, Clare","Number","150"
"F1011C02","Males - 2022","2022","2022","2ae19629-1f9d-13a3-e055-000000000001","Cloonusker, Clare","Number","126"
"F1011C02","Males - 2022","2022","2022","2ae19629-1f9e-13a3-e055-000000000001","Coolmeen, Clare","Number","141"
"F1011C02","Males - 2022","2022","2022","2ae19629-1f9f-13a3-e055-000000000001","Coolreagh, Clare","Number","109"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fa8-13a3-e055-000000000001","Cooraclare, Clare","Number","257"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fb2-13a3-e055-000000000001","Corrofin, Clare","Number","685"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fb3-13a3-e055-000000000001","Cratloe, Clare","Number","711"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fbd-13a3-e055-000000000001","Creegh, Clare","Number","216"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fbe-13a3-e055-000000000001","Crusheen, Clare","Number","546"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fc6-13a3-e055-000000000001","Dangan, Clare","Number","130"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fc7-13a3-e055-000000000001","Derreen, Clare","Number","59"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fc8-13a3-e055-000000000001","Derrynagittagh, Clare","Number","77"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fd2-13a3-e055-000000000001","Doonbeg, Clare","Number","381"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fd3-13a3-e055-000000000001","Doora, Clare","Number","1055"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fdc-13a3-e055-000000000001","Drumcreehy, Clare","Number","260"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fdd-13a3-e055-000000000001","Drumellihy, Clare","Number","240"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fe6-13a3-e055-000000000001","Drumline, Clare","Number","457"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fe7-13a3-e055-000000000001","Drummaan, Clare","Number","315"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ff0-13a3-e055-000000000001","Dysert, Clare","Number","176"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ff1-13a3-e055-000000000001","Einagh, Clare","Number","151"
"F1011C02","Males - 2022","2022","2022","2ae19629-2034-13a3-e055-000000000001","Ennis No. 1 Urban, Clare","Number","757"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ffb-13a3-e055-000000000001","Ennis No. 2 Urban, Clare","Number","1076"
"F1011C02","Males - 2022","2022","2022","2ae19629-2035-13a3-e055-000000000001","Ennis No. 3 Urban, Clare","Number","94"
"F1011C02","Males - 2022","2022","2022","2ae19629-2036-13a3-e055-000000000001","Ennis No. 4 Urban, Clare","Number","680"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ffa-13a3-e055-000000000001","Ennis Rural, Clare","Number","9187"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ffc-13a3-e055-000000000001","Ennistimon, Clare","Number","1196"
"F1011C02","Males - 2022","2022","2022","2ae19629-2007-13a3-e055-000000000001","Fahymore, Clare","Number","195"
"F1011C02","Males - 2022","2022","2022","2ae19629-2008-13a3-e055-000000000001","Feakle, Clare","Number","225"
"F1011C02","Males - 2022","2022","2022","2ae19629-2010-13a3-e055-000000000001","Formoyle, Clare","Number","116"
"F1011C02","Males - 2022","2022","2022","2ae19629-2011-13a3-e055-000000000001","Furroor, Clare","Number","145"
"F1011C02","Males - 2022","2022","2022","2ae19629-201a-13a3-e055-000000000001","Glendree, Clare","Number","91"
"F1011C02","Males - 2022","2022","2022","2ae19629-201b-13a3-e055-000000000001","Gleninagh, Clare","Number","79"
"F1011C02","Males - 2022","2022","2022","2ae19629-2023-13a3-e055-000000000001","Glenmore, Clare","Number","187"
"F1011C02","Males - 2022","2022","2022","474c0dcb-9782-425a-b173-468d6e8de86e","Inishcaltra South/Inishcaltra North, Clare","Number","191"
"F1011C02","Males - 2022","2022","2022","2ae19629-202d-13a3-e055-000000000001","Kilballyowen, Clare","Number","130"
"F1011C02","Males - 2022","2022","2022","2ae19629-202e-13a3-e055-000000000001","Kilchreest, Clare","Number","229"
"F1011C02","Males - 2022","2022","2022","2ae19629-202f-13a3-e055-000000000001","Kilcloher, Clare","Number","369"
"F1011C02","Males - 2022","2022","2022","2ae19629-2039-13a3-e055-000000000001","Kilfearagh, Clare","Number","191"
"F1011C02","Males - 2022","2022","2022","2ae19629-203a-13a3-e055-000000000001","Kilfenora, Clare","Number","203"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fa0-13a3-e055-000000000001","Kilfiddane, Clare","Number","176"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fa1-13a3-e055-000000000001","Kilkee, Clare","Number","562"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fa2-13a3-e055-000000000001","Kilkishen, Clare","Number","502"
"F1011C02","Males - 2022","2022","2022","2ae19629-1faa-13a3-e055-000000000001","Killadysert, Clare","Number","478"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fab-13a3-e055-000000000001","Killaloe, Clare","Number","1124"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fac-13a3-e055-000000000001","Killanena, Clare","Number","147"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fb4-13a3-e055-000000000001","Killanniv, Clare","Number","388"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fb5-13a3-e055-000000000001","Killard, Clare","Number","148"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fb6-13a3-e055-000000000001","Killaspuglonane, Clare","Number","161"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fbf-13a3-e055-000000000001","Killeely, Clare","Number","439"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fc0-13a3-e055-000000000001","Killilagh, Clare","Number","401"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fc9-13a3-e055-000000000001","Killimer, Clare","Number","224"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fca-13a3-e055-000000000001","Killinaboy, Clare","Number","173"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fcb-13a3-e055-000000000001","Killofin, Clare","Number","161"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fcc-13a3-e055-000000000001","Killokennedy, Clare","Number","83"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fd4-13a3-e055-000000000001","Killone, Clare","Number","306"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fd5-13a3-e055-000000000001","Killuran, Clare","Number","230"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fde-13a3-e055-000000000001","Kilmihil, Clare","Number","355"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fdf-13a3-e055-000000000001","Kilmurry, Clare, 037094","Number","137"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fe8-13a3-e055-000000000001","Kilmurry, Clare, 037095","Number","424"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fe9-13a3-e055-000000000001","Kilnamona, Clare","Number","482"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ff2-13a3-e055-000000000001","Kilraghtis, Clare","Number","276"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ff3-13a3-e055-000000000001","Kilrush Rural, Clare","Number","382"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ff4-13a3-e055-000000000001","Kilrush Urban, Clare","Number","1348"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ffd-13a3-e055-000000000001","Kilseily, Clare","Number","418"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ffe-13a3-e055-000000000001","Kilshanny, Clare","Number","70"
"F1011C02","Males - 2022","2022","2022","2ae19629-2009-13a3-e055-000000000001","Kiltannon, Clare","Number","103"
"F1011C02","Males - 2022","2022","2022","2ae19629-200a-13a3-e055-000000000001","Kiltenanlea, Clare","Number","1007"
"F1011C02","Males - 2022","2022","2022","2ae19629-200b-13a3-e055-000000000001","Kiltoraght, Clare","Number","94"
"F1011C02","Males - 2022","2022","2022","2ae19629-2012-13a3-e055-000000000001","Kinturk, Clare","Number","157"
"F1011C02","Males - 2022","2022","2022","2ae19629-2013-13a3-e055-000000000001","Knock, Clare","Number","119"
"F1011C02","Males - 2022","2022","2022","2ae19629-201c-13a3-e055-000000000001","Knocknaboley, Clare","Number","147"
"F1011C02","Males - 2022","2022","2022","2ae19629-201d-13a3-e055-000000000001","Knocknagore, Clare","Number","95"
"F1011C02","Males - 2022","2022","2022","2ae19629-201e-13a3-e055-000000000001","Kyle, Clare","Number","166"
"F1011C02","Males - 2022","2022","2022","2ae19629-2025-13a3-e055-000000000001","Lackareagh, Clare","Number","67"
"F1011C02","Males - 2022","2022","2022","2ae19629-2026-13a3-e055-000000000001","Liscannor, Clare","Number","226"
"F1011C02","Males - 2022","2022","2022","2ae19629-2030-13a3-e055-000000000001","Liscasey, Clare","Number","295"
"F1011C02","Males - 2022","2022","2022","2ae19629-2031-13a3-e055-000000000001","Lisdoonvarna, Clare","Number","532"
"F1011C02","Males - 2022","2022","2022","2ae19629-203b-13a3-e055-000000000001","Lisheen, Clare","Number","348"
"F1011C02","Males - 2022","2022","2022","2ae19629-203c-13a3-e055-000000000001","Loughea, Clare","Number","85"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fa3-13a3-e055-000000000001","Lurraga, Clare","Number","128"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fa4-13a3-e055-000000000001","Magherareagh, Clare","Number","168"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fad-13a3-e055-000000000001","Milltown Malbay, Clare","Number","842"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fae-13a3-e055-000000000001","Mount Elva, Clare","Number","49"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fb7-13a3-e055-000000000001","Mountievers, Clare","Number","719"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fb8-13a3-e055-000000000001","Mountshannon, Clare","Number","231"
"F1011C02","Males - 2022","2022","2022","ee73a85e-7ac6-4aa6-82d2-09c321be7258","Moveen/Tullig, Clare","Number","92"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fc1-13a3-e055-000000000001","Moy, Clare","Number","381"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fc2-13a3-e055-000000000001","Moyarta, Clare","Number","127"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fcd-13a3-e055-000000000001","Muckanagh, Clare","Number","195"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fce-13a3-e055-000000000001","Mullagh, Clare","Number","103"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fd6-13a3-e055-000000000001","Newgrove, Clare","Number","147"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fd7-13a3-e055-000000000001","Newmarket, Clare","Number","1048"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fd8-13a3-e055-000000000001","Noughaval, Clare","Number","57"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fe0-13a3-e055-000000000001","O'briensbridge, Clare","Number","338"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fe1-13a3-e055-000000000001","Ogonnelloe, Clare","Number","399"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fe2-13a3-e055-000000000001","Oughtmama, Clare","Number","74"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fea-13a3-e055-000000000001","Querrin, Clare","Number","104"
"F1011C02","Males - 2022","2022","2022","2ae19629-1feb-13a3-e055-000000000001","Quin, Clare","Number","755"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fec-13a3-e055-000000000001","Rahona, Clare","Number","162"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ff5-13a3-e055-000000000001","Rath, Clare","Number","141"
"F1011C02","Males - 2022","2022","2022","2ae19629-1ff6-13a3-e055-000000000001","Rathborney, Clare","Number","52"
"F1011C02","Males - 2022","2022","2022","2ae19629-1fff-13a3-e055-000000000001","Rathclooney, Clare","Number","71"
"F1011C02","Males - 2022","2022","2022","2ae19629-2000-13a3-e055-000000000001","Rinealon, Clare","Number","102"
"F1011C02","Males - 2022","2022","2022","2ae19629-2001-13a3-e055-000000000001","Rossroe, Clare","Number","353"
"F1011C02","Males - 2022","2022","2022","2ae19629-2002-13a3-e055-000000000001","Ruan, Clare","Number","361"
"F1011C02","Males - 2022","2022","2022","2ae19629-200c-13a3-e055-000000000001","Scarriff, Clare","Number","687"
"F1011C02","Males - 2022","2022","2022","2ae19629-200d-13a3-e055-000000000001","Sixmilebridge, Clare","Number","1399"
"F1011C02","Males - 2022","2022","2022","2ae19629-2014-13a3-e055-000000000001","Smithstown, Clare","Number","84"
"F1011C02","Males - 2022","2022","2022","2ae19629-2015-13a3-e055-000000000001","Spancelhill, Clare","Number","377"
"F1011C02","Males - 2022","2022","2022","2ae19629-2016-13a3-e055-000000000001","St. Martin's, Clare","Number","44"
"F1011C02","Males - 2022","2022","2022","2ae19629-2017-13a3-e055-000000000001","Templemaley, Clare","Number","651"
"F1011C02","Males - 2022","2022","2022","2ae19629-201f-13a3-e055-000000000001","Toberbreeda, Clare","Number","104"
"F1011C02","Males - 2022","2022","2022","2ae19629-2020-13a3-e055-000000000001","Tomfinlough, Clare","Number","351"
"F1011C02","Males - 2022","2022","2022","2ae19629-2027-13a3-e055-000000000001","Tulla, Clare","Number","585"
"F1011C02","Males - 2022","2022","2022","2ae19629-2032-13a3-e055-000000000001","Tullycreen, Clare","Number","74"
"F1011C02","Males - 2022","2022","2022","2ae19629-2033-13a3-e055-000000000001","Urlan, Clare","Number","533"
"F1011C02","Males - 2022","2022","2022","2ae19749-1f5b-13a3-e055-300000000001","Ballincollig, Cork City","Number","9294"
"F1011C02","Males - 2022","2022","2022","2ae19629-214b-13a3-e055-000000000001","Ballinlough A, Cork City","Number","405"
